ID;genero;nameset;title;nome;middleinitial;sobrenome;streetaddress;cidade;estado_sigla;estado_nome;zipcode;country;countryfull;emailaddress;username;password;browseruseragent;telephonenumber;telephonecountrycode;maidenname;birthday;idade;tropicalzodiac;cctype;ccnumber;cvv2;ccexpires;nationalid;upstracking;westernunionmtcn;moneygrammtcn;color;occupation;company;vehicle;domain;bloodtype;pounds;kilograms;feetinches;centimeters;guid;latitude;longitude
84;female;Brazil;Ms.;Matilde;G;Souza;Rua Um 808;Ribeirão das Neves;MG;Minas Gerais;33930-440;BR;Brazil;MatildeGoncalvesSouza@gustr.com;Cathe1957;Du8xavioh;"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:61.0) Gecko/20100101 Firefox/61.0";(31) 7011-5796;55;Castro;5/22/1957;61;Gemini;Visa;4532232125590958;757;10/2020;871.706.626-39;1Z 867 763 20 6754 478 9;8916932586;67105011;Purple;Real estate agent;Bettendorf's;2012 Nissan Pixo;GlobalCosmeticSurgeon.com.br;AB+;169.2;76.9;"5' 3""";160;27b07430-ff35-409f-803c-7f6e7f86b962;-19.787142;-44.134677
85;female;Brazil;Ms.;Lavinia;M;Lima;Rua Coronel Paraíso Garcia 1844;Barbacena;MG;Minas Gerais;36205-262;BR;Brazil;LaviniaMeloLima@cuvox.de;Exprind1949;Ge8paixaiK;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36";(32) 8342-9333;55;Alves;1/11/1949;69;Capricorn;Visa;4929985455665648;421;6/2019;692.074.004-48;1Z A93 092 40 4606 438 4;6947379871;28818413;White;Sales agent;Wellby;2009 Volkswagen Caravelle;SystemChain.com.br;O+;150.0;68.2;"5' 2""";157;142ca2d2-8c17-4e92-811b-39049d3e3efc;-21.319641;-43.905421
86;male;Brazil;Mr.;Otávio;C;Gomes;Rua 7 251;Goiânia;GO;Goiás;74620-100;BR;Brazil;OtavioCorreiaGomes@jourrapide.com;Hayees54;ig6Jeechii;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36";(62) 3357-8030;55;Dias;9/13/1954;63;Virgo;MasterCard;5182681051150080;691;7/2022;658.744.671-06;1Z 568 674 79 0805 207 6;8612033948;83324428;Blue;Greenhouse worker;Crown Books;2014 Hyundai Elantra GT;FilthyApartment.com.br;B+;194.3;88.3;"5' 7""";171;55a0e3ce-0354-4905-828e-86af83f9bc91;-16.727893;-49.210242
87;male;Brazil;Mr.;Bruno;S;Melo;Rua Estrela Dalva 1420;Goiânia;GO;Goiás;74475-331;BR;Brazil;BrunoSilvaMelo@dayrep.com;Knelows;ooh7zi8Ah;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10.11; rv:61.0) Gecko/20100101 Firefox/61.0";(62) 7519-2427;55;Silva;6/12/1970;48;Gemini;Visa;4929537316225052;323;11/2023;598.316.385-06;1Z W28 387 73 4551 545 9;9319753348;00282869;Green;Medical scientist;Discount Furniture Showcase;1999 Seat Cordoba;ScottsdaleCommunities.com.br;O+;200.6;91.2;"6' 0""";184;b2b2fe76-70d6-46fb-a697-8575834603b7;-16.697314;-49.205865
88;female;Brazil;Mrs.;Sofia;C;Azevedo;Rua Mangueiral 1136;Rio de Janeiro;RJ;Rio de Janeiro;23042-330;BR;Brazil;SofiaCavalcantiAzevedo@superrito.com;Spass1999;Yuphe4oVia;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36";(21) 3722-2875;55;Correia;12/14/1999;18;Sagittarius;MasterCard;5503182615453948;410;2/2021;846.097.934-23;1Z 161 A43 50 4903 843 8;8763072518;71121489;Green;Recruiter;Greyvoid;1999 Mercedes-Benz GLK;BasicJet.com.br;A+;137.9;62.7;"5' 7""";170;2f5a9056-2945-4691-8c7c-2594abc404b1;-22.981723;-43.308072
89;male;Brazil;Mr.;Rafael;A;Sousa;Rua Governador Dinarte Mariz 1215;Natal;RN;Rio Grande do Norte;59138-609;BR;Brazil;RafaelAlmeidaSousa@gustr.com;Orels2001;ohngeich9Fai;"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36";(84) 7762-7121;55;Correia;6/14/2001;17;Gemini;MasterCard;5302204127476861;847;12/2023;529.501.500-98;1Z F70 229 08 8159 503 7;7908543609;13421546;Blue;Cardiovascular technologist;Morrison's Cafeteria;1995 Rover 400;FencingJacket.com.br;B+;108.9;49.5;"5' 6""";168;439edde8-7708-4c87-a338-b93aa7a997dd;-5.774901;-35.162052
90;female;Brazil;Ms.;Anna;M;Castro;Rua Salvador 695;São José;SC;Santa Catarina;88110-460;BR;Brazil;AnnaMeloCastro@jourrapide.com;Agrot1948;Bai6cuu2nem;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.2 Safari/605.1.15";(48) 7059-7872;55;Cavalcanti;6/9/1948;70;Gemini;Visa;4929145006168937;046;2/2021;492.478.831-72;1Z 543 3V9 79 9640 988 1;2797355283;31599841;Purple;Office assistant;Buttrey Food & Drug;2004 Morgan Aero 8;CouchLocator.com.br;A+;118.1;53.7;"5' 5""";166;87bdebc7-12f6-4ad1-9007-6804fc0c5e32;-27.661376;-48.594820
91;male;Brazil;Mr.;Marcos;R;Cunha;Travessa Rigoletto 1558;São Paulo;SP;São Paulo;03371-040;BR;Brazil;MarcosRochaCunha@teleworm.us;Itan1948;theeShe2ei;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36";(11) 4263-3052;55;Lima;3/7/1948;70;Pisces;Visa;4916251403418811;881;7/2023;756.655.908-78;1Z A83 991 37 7763 189 8;2870189826;98905775;Blue;Cleaning supervisor;Maxi-Tech;2000 Hyundai Dynasty;CompleteLives.com.br;A+;142.3;64.7;"5' 6""";167;b87d3d04-3e37-481c-ba06-0ad58ba3b56c;-23.613135;-46.661486
92;male;Brazil;Mr.;Breno;G;Correia;Rua Madre Cândida Maria de Jesus 1428;Campinas;SP;São Paulo;13091-291;BR;Brazil;BrenoGomesCorreia@rhyta.com;Stolf1990;Roo8xohwai;"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.75 Safari/537.36";(19) 3328-5623;55;Melo;11/6/1990;27;Scorpio;Visa;4539566244519148;506;4/2023;142.684.484-03;1Z 974 A27 50 6364 437 2;4913556720;69391131;Blue;Terminal controller;Netcom Business Services;2008 Dodge Avenger;DeleteWatch.com.br;O+;222.6;101.2;"5' 9""";174;504ba3ee-fd07-4ed2-8883-3790fd4d7861;-22.965637;-47.070924
93;male;Brazil;Mr.;Marcos;C;Pinto;Vila dos Santos 1225;Fortaleza;CE;Ceará;60120-120;BR;Brazil;MarcosCarvalhoPinto@dayrep.com;Abotnument77;meibeereX5i;"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:61.0) Gecko/20100101 Firefox/61.0";(85) 8489-3649;55;Cavalcanti;11/1/1977;40;Scorpio;MasterCard;5243791069825461;238;10/2020;582.006.374-09;1Z 98A 370 02 5105 365 9;7742885411;52981396;Red;Motorcycle mechanic;Warshal's;2005 Buick Rainier;CameraStats.com.br;O+;168.3;76.5;"6' 1""";186;97f566d8-870a-475a-8cd5-be7a0e319960;-3.669146;-38.519043
94;female;Brazil;Mrs.;Fernanda;P;Rocha;Rua Rio Solimões 451;Fortaleza;CE;Ceará;60340-210;BR;Brazil;FernandaPintoRocha@superrito.com;Anning;LeeSeic0;"Mozilla/5.0 (Windows NT 6.1; rv:52.0) Gecko/20100101 Firefox/52.0";(85) 3772-9505;55;Silva;5/19/1966;52;Taurus;MasterCard;5564981441562343;272;1/2019;377.567.735-60;1Z 840 786 87 0111 384 9;1988624427;51664571;Yellow;Conservation technician;Wholesale Club, Inc.;2009 Renault Symbol;DistributionLog.com.br;O+;228.6;103.9;"5' 4""";162;ef273696-8f36-486a-a961-9f0ef28b9153;-3.822005;-38.428268
95;male;Brazil;Mr.;Carlos;F;Barbosa;Rua Minas Gerais 464;Betim;MG;Minas Gerais;32686-180;BR;Brazil;CarlosFernandesBarbosa@teleworm.us;Bure1999;OoQuun3A;"Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:61.0) Gecko/20100101 Firefox/61.0";(31) 9506-9761;55;Pereira;7/11/1999;19;Cancer;MasterCard;5531406627653856;118;6/2019;718.880.978-09;1Z 494 E56 81 5366 095 8;0078394580;02967206;Blue;Managing editor;ManCharm;1993 Pontiac Grand Prix;ColaGum.com.br;A+;132.9;60.4;"6' 2""";189;cceeedda-b2c0-4dc7-a5c0-9289eb3c4883;-19.876875;-44.293135
96;female;Brazil;Ms.;Rebeca;C;Rodrigues;Quadra Quadra 345 936;Luziânia;GO;Goiás;72853-345;BR;Brazil;RebecaCarvalhoRodrigues@gustr.com;Buttaide77;gohy2aedaeCh;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36";(61) 2358-7157;55;Dias;8/4/1977;41;Leo;MasterCard;5235006321563275;334;7/2019;614.554.162-82;1Z 410 V86 19 1288 812 4;1019900706;54253445;Black;Deckhand;Big Wheel;2015 Ford Taurus;InsideConfidential.com.br;B+;232.3;105.6;"5' 4""";162;105aee92-fa7d-4db2-8d83-443ab65748b7;-16.549462;-47.995905
97;male;Brazil;Mr.;Joao;A;Costa;Rua Mirassol 348;São Paulo;SP;São Paulo;04044-010;BR;Brazil;JoaoAzevedoCosta@fleckens.hu;Donorma1967;Chasuem7i;"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36";(11) 4990-9453;55;Martins;9/8/1967;50;Virgo;MasterCard;5572453894876562;656;8/2023;742.954.414-22;1Z 532 136 42 0874 867 2;8552039102;60959242;Blue;Tractor driver;Thom McAn Store;2001 Renault Talisman;MegaBands.com.br;A+;190.1;86.4;"6' 0""";183;02b551f5-3094-4cc7-aa05-d684f120649a;-23.718464;-46.683507
98;male;Brazil;Mr.;Eduardo;S;Silva;Rua JC 24 717;Goiânia;GO;Goiás;74480-690;BR;Brazil;EduardoSousaSilva@rhyta.com;Exionnk;aeC7eefeeGh;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.2 Safari/605.1.15";(62) 4427-7126;55;Fernandes;11/9/1973;44;Scorpio;MasterCard;5356741296261199;785;10/2019;292.279.850-00;1Z 702 511 22 3853 833 2;4750163382;26049437;Blue;X-ray technician;Standard Brands Paint Company;2009 BMW 760;LocalCarpets.com.br;O+;180.2;81.9;"6' 0""";184;0ccf32e8-41a6-4b13-984f-1ca9f4b6fe9d;-16.678466;-49.296026
99;male;Brazil;Mr.;Marcos;S;Santos;Rua Giovani Beltramo 1823;Mogi das Cruzes;SP;São Paulo;08744-290;BR;Brazil;MarcosSouzaSantos@dayrep.com;Toovers;AeTh6raed;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.84 Safari/537.36";(11) 3303-3665;55;Fernandes;8/30/1964;53;Virgo;MasterCard;5534089702025310;867;2/2021;662.007.113-99;1Z 256 637 28 1367 041 1;7863416476;99279728;Blue;Linemen;Independent Investors;2003 Vauxhall Corsa;PrankAwards.com.br;A+;252.1;114.6;"5' 6""";168;e0cd9d79-eb55-40e2-bc87-ab4192d86a2f;-23.590259;-46.280969
100;female;Brazil;Mrs.;Bianca;A;Ribeiro;Rua dos Cardeais 720;Canoas;RS;Rio Grande do Sul;92320-290;BR;Brazil;BiancaAraujoRibeiro@cuvox.de;Scas1967;aiYeeroh5;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36";(51) 5804-6761;55;Costa;5/3/1967;51;Taurus;Visa;4716259762274396;143;7/2020;666.802.693-18;1Z 354 Y75 25 9645 495 2;8914588727;64775315;Purple;Umpire;Destiny Realty;2000 Hyundai Sonata;BatMitzvahParties.com.br;A+;161.0;73.2;"5' 8""";172;18ac9864-e051-4210-ac01-7256e8f74563;-29.983050;-51.194798
101;male;Brazil;Mr.;Antônio;G;Lima;Rua Professor José Gomes Caetano 1768;Leme;SP;São Paulo;13612-392;BR;Brazil;AntonioGoncalvesLima@superrito.com;Purat1979;Thee1vequee;"Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:61.0) Gecko/20100101 Firefox/61.0";(19) 4319-2783;55;Barros;5/22/1979;39;Gemini;MasterCard;5318011791518213;416;11/2021;728.484.779-46;1Z 432 195 17 8817 786 3;4514997527;47890692;Orange;Printmaker;Acuserv;2004 Nissan Terrano II;LimitBuy.com.br;A-;174.5;79.3;"6' 2""";187;4438e769-2498-41d2-99c6-d764c32b00ae;-22.128441;-47.353074
102;male;Brazil;Mr.;Davi;S;Cardoso;Rua Marquês do Herval 1664;Maceió;AL;Alagoas;57055-100;BR;Brazil;DaviSouzaCardoso@superrito.com;Dereettris;Dah8eeM6ae;"Mozilla/5.0 (X11; Linux x86_64; rv:60.0) Gecko/20100101 Firefox/60.0";(82) 9598-6556;55;Pereira;11/5/1958;59;Scorpio;Visa;4916486490574668;576;8/2020;557.681.160-79;1Z 300 93E 21 5947 895 5;3660273118;43232240;Blue;Podiatric doctor;Food Fair;2009 Hyundai Matrix;PhotographerEmployment.com.br;A+;164.1;74.6;"5' 7""";171;d34b7469-55ca-4e93-9b9b-5e0c4bb8ac16;-9.501745;-35.600586
103;male;Brazil;Mr.;Kai;S;Correia;Rua Doutor Jerhes de Selos Rocha 1368;Joinville;SC;Santa Catarina;89219-102;BR;Brazil;KaiSilvaCorreia@superrito.com;Glearand;Eowooy9h;"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36";(47) 9903-5644;55;Cavalcanti;9/10/1976;41;Virgo;MasterCard;5240219138184044;564;4/2019;443.769.366-34;1Z 033 145 81 5705 149 6;6048754160;63215204;Blue;Farmworker;You Are Successful;2012 Peugeot RCZ;EveningSearch.com.br;B+;173.6;78.9;"6' 2""";187;25693092-ee7d-46d8-9ea7-6bf542037c02;-26.295397;-48.912997
104;female;Brazil;Mrs.;Sofia;R;Castro;Rua Fluorita 1205;Aparecida de Goiânia;GO;Goiás;74955-290;BR;Brazil;SofiaRodriguesCastro@cuvox.de;Comineve;ui8chah6Jin;"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36";(62) 8783-5863;55;Barros;1/20/1958;60;Aquarius;MasterCard;5226022699054210;527;9/2020;312.225.528-68;1Z 832 026 54 7026 571 5;8609558660;76983567;Purple;Industrial property manager;Sambo's;2010 Hyundai i20;RedBars.com.br;O+;162.6;73.9;"5' 2""";158;f0d14f0b-16ed-4a04-8051-ab8e7e0d1721;-16.806120;-49.304610
105;female;Brazil;Ms.;Sofia;C;Costa;Avenida Brigadeiro Eduardo Gomes 252;Serra;ES;Espírito Santo;29163-396;BR;Brazil;SofiaCarvalhoCosta@rhyta.com;Ireetwent;eeTh5ohcahr;"Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:56.0) Gecko/20100101 Firefox/56.0";(27) 7100-7231;55;Rocha;7/24/1963;55;Leo;MasterCard;5501484589867596;074;8/2019;706.355.697-52;1Z 112 Y78 39 8618 839 9;9669649833;96707466;Purple;Truck driver;Sanitary Grocery Stores;2005 Seat Toledo;AerobicsConvention.com.br;O+;117.7;53.5;"5' 9""";174;661496c7-082f-4e09-9ffa-608edfd60b8d;-20.135874;-40.204586
106;female;Brazil;Mrs.;Alice;G;Alves;Estrada Fazenda Paraíso 1620;Betim;MG;Minas Gerais;32615-060;BR;Brazil;AliceGomesAlves@teleworm.us;Alleary;Aenae5Op;"Mozilla/5.0 (Windows NT 6.3; Win64; x64; rv:61.0) Gecko/20100101 Firefox/61.0";(31) 6865-4184;55;Dias;2/11/1959;59;Aquarius;Visa;4929299350824007;814;3/2022;781.932.005-27;1Z 163 861 76 4450 422 2;6129006785;54303098;Purple;Regional planner;Farrell's Ice Cream Parlour;2007 Hyundai Tucson;TheyWish.com.br;B+;173.1;78.7;"5' 3""";161;f791fb51-8dac-42ab-a30a-fbe99fb0cc12;-20.006004;-44.207984
107;female;Brazil;Mrs.;Giovana;M;Souza;Rua José Antônio Gonçalves 861;Colombo;PR;Paraná;83406-320;BR;Brazil;GiovanaMeloSouza@armyspy.com;Yeassuileat;Eiph8kae;"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36";(41) 9138-2292;55;Santos;11/5/1960;57;Scorpio;Visa;4916985173663490;217;12/2021;759.803.633-00;1Z 569 13E 99 9327 240 3;3202126170;81839945;Blue;Safe repairer;Total Sources;2003 Chevrolet SSR;MissedFlights.com.br;B+;180.2;81.9;"5' 6""";168;7a981b40-7d24-460f-b2bc-7933e20d48f1;-25.265149;-49.116117
108;male;Brazil;Mr.;Nicolas;O;Fernandes;Rua Elvira Hidalgo 1198;São Paulo;SP;São Paulo;02993-210;BR;Brazil;NicolasOliveiraFernandes@jourrapide.com;Hured1976;atha1Vee1ap;"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:56.0) Gecko/20100101 Firefox/56.0";(11) 8812-6287;55;Goncalves;9/5/1976;41;Virgo;Visa;4929276548312186;737;2/2023;958.440.048-76;1Z 229 Y14 45 8795 885 2;7830287786;85958936;Blue;Public housing manager;Harold Powell;2009 Porsche Cayman;GlobalBash.com.br;O+;179.3;81.5;"5' 11""";180;02256a86-3a45-4ac9-85ff-7f1fcd4262c6;-23.542929;-46.694683
109;male;Brazil;Mr.;Diogo;C;Santos;Travessa Érico Mota 331;Fortaleza;CE;Ceará;60450-180;BR;Brazil;DiogoCavalcantiSantos@superrito.com;Pridn1984;tahrooLee1;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36";(85) 7992-6556;55;Cavalcanti;9/30/1984;33;Libra;MasterCard;5498628112134610;280;4/2022;453.883.247-29;1Z 27Y 398 02 2530 701 9;5586756132;37356638;Blue;Plan examiner;Wise Solutions;2001 Mazda CU-X;ToyLending.com.br;B+;141.0;64.1;"5' 7""";171;5b572022-2792-4776-a860-3ef560ccb873;-3.679280;-38.545556
110;female;Brazil;Ms.;Brenda;F;Gomes;Viela Portalegre 1347;Guarulhos;SP;São Paulo;07152-031;BR;Brazil;BrendaFernandesGomes@rhyta.com;Asequou;choow7Eiw7r;"Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko";(11) 4474-3400;55;Azevedo;1/24/1948;70;Aquarius;Visa;4916530015947469;423;9/2019;244.462.789-08;1Z 6E0 646 50 1727 617 5;7273480403;82108774;Blue;Food science technician;Luskin's;2002 GMC Envoy;KidzBoard.com.br;O+;219.3;99.7;"5' 1""";154;caabb12b-5537-4eef-942b-a425739c06a1;-23.440707;-46.485320
111;male;Brazil;Mr.;Erick;B;Ribeiro;Rua Guimarães Rosa 136;São José dos Campos;SP;São Paulo;12221-611;BR;Brazil;ErickBarbosaRibeiro@armyspy.com;Drablent;ooS6taeN3;"Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko";(12) 6110-5272;55;Sousa;4/2/1988;30;Aries;MasterCard;5114458943032823;526;9/2020;165.236.012-34;1Z 7A6 931 19 0514 710 8;1083189202;65869768;White;Emergency management specialist;Pro Yard Services;2009 Honda Pilot;RadioUmbrella.com.br;A+;166.5;75.7;"6' 2""";188;83717f91-51c8-4691-a4ef-57d84e215993;-23.194245;-45.972902
112;male;Brazil;Mr.;Julian;S;Barros;Rua Delfim Moreira da Costa Ribeiro 1845;Caraguatatuba;SP;São Paulo;11674-500;BR;Brazil;JulianSilvaBarros@armyspy.com;Alacertut1985;quuW1shae;"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36";(12) 2361-3771;55;Araujo;6/2/1985;33;Gemini;Visa;4716981194737746;303;12/2020;528.923.254-04;1Z 8F9 682 61 2794 908 2;2434874670;96005040;Blue;Tool and die maker;Kinney Shoes;2000 Volvo C70;ItsStuck.com.br;O+;219.6;99.8;"5' 9""";174;073c0779-f82f-44f2-a3de-b0e7addf3eb2;-23.569040;-45.485485
113;male;Brazil;Mr.;Miguel;C;Melo;Rua Pesqueira 201;Jaboatão dos Guararapes;PE;Pernambuco;54070-170;BR;Brazil;MiguelCunhaMelo@jourrapide.com;Thoon1992;ohi7ohch1Roo;"Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:61.0) Gecko/20100101 Firefox/61.0";(81) 8273-9574;55;Ribeiro;8/6/1992;26;Leo;MasterCard;5522747033374020;271;4/2022;379.985.551-30;1Z 999 111 82 3500 478 3;4332395545;77102267;Black;Flight engineer;Mission You;2010 Lexus RX;JournalStandards.com.br;O+;236.1;107.3;"5' 9""";174;0a559c6b-d26a-4d54-b163-bf36ed219c63;-8.152453;-34.992301
114;male;Brazil;Mr.;Fábio;S;Araujo;Rua Agostinho Ferrari 1450;Valinhos;SP;São Paulo;13272-811;BR;Brazil;FabioSilvaAraujo@rhyta.com;Neen1954;EoJ4ohchakee;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36";(19) 3920-6524;55;Costa;11/18/1954;63;Scorpio;Visa;4539984608061443;349;5/2022;115.699.047-58;1Z 459 77Y 53 7836 683 0;6320561235;88813140;White;Payroll coordinator;Jackpot Consultant;2004 Buick Rainier;EquityRelations.com.br;A+;196.0;89.1;"5' 7""";169;4ffff6a7-4075-416e-829f-c4d1e651775f;-23.057990;-46.954868
115;male;Brazil;Mr.;Vitor;C;Martins;Rua E-Oito 668;Macaé;RJ;Rio de Janeiro;27935-110;BR;Brazil;VitorCastroMartins@dayrep.com;Parily;iz1IaMeenai;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36";(22) 2210-5509;55;Correia;11/13/1949;68;Scorpio;Visa;4716143016754470;074;2/2020;484.791.089-32;1Z 5W1 691 36 2610 276 8;9241085471;28307688;Blue;Bank teller;Buttrey Food & Drug;2002 Honda Acty;BridgeDigest.com.br;A-;149.6;68.0;"5' 7""";171;951e58f1-d4b6-4996-8030-79335d70fbba;-22.288201;-42.020035
116;female;Brazil;Ms.;Manuela;C;Oliveira;Rua Manoel Gonçalves 1460;Contagem;MG;Minas Gerais;32223-210;BR;Brazil;ManuelaCavalcantiOliveira@jourrapide.com;Pecter;Gutohp1eiY;"Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:61.0) Gecko/20100101 Firefox/61.0";(31) 7284-2647;55;Rodrigues;11/5/1989;28;Scorpio;Visa;4539108332766750;799;7/2020;958.197.181-51;1Z 946 5Y8 04 3172 769 8;6169933737;37741118;Black;Job service consultant;G.I. Joe's;2007 Toyota Avensis;FishTropic.com.br;B+;218.7;99.4;"5' 5""";164;ba134924-d6cc-4080-b05f-4626978ee4ae;-19.925925;-44.102960
117;male;Brazil;Mr.;Murilo;A;Souza;Quadra AV 403 Norte Avenida LO 12 1943;Palmas;TO;Tocantins;77001-692;BR;Brazil;MuriloAraujoSouza@cuvox.de;Theiche;ovai7aeVoorie;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36";(63) 2710-2162;55;Oliveira;9/29/1987;30;Libra;MasterCard;5210722980778991;813;11/2022;128.533.086-26;1Z 034 1W7 09 7918 242 9;0457629384;79743444;Red;Executive recruiter;Shoe Pavilion;2003 Chevrolet SS;SocialScanner.com.br;A+;168.3;76.5;"5' 8""";173;876748c2-d14c-48e7-b682-5d6d898fb40e;-10.126211;-48.040195
118;male;Brazil;Mr.;Matheus;R;Ferreira;Rua Pará 1113;Barreiras;BA;Bahia;47806-270;BR;Brazil;MatheusRodriguesFerreira@fleckens.hu;Pown1988;ri5maaSeed3;"Mozilla/5.0 (Windows NT 6.1; rv:52.0) Gecko/20100101 Firefox/52.0";(77) 7189-7387;55;Dias;3/24/1988;30;Aries;MasterCard;5509655096631722;203;2/2020;621.892.673-74;1Z 615 F67 06 7513 380 8;4384588375;62195224;Blue;Career-technical teacher;Pro Yard Services;1996 Vector M12;StrictlyYoga.com.br;O+;202.2;91.9;"5' 7""";170;ca133ac0-c9a6-4677-a328-ea6e58e69507;-11.863301;-45.433737
119;female;Brazil;Mrs.;Tânia;S;Cavalcanti;Rua Correntes 1263;São Lourenço da Mata;PE;Pernambuco;54740-010;BR;Brazil;TaniaSantosCavalcanti@teleworm.us;Youghts1948;Aeg4kaquua5;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36";(81) 4823-3810;55;Rodrigues;6/30/1948;70;Cancer;MasterCard;5508303828453922;185;7/2023;230.803.924-85;1Z 433 399 04 9114 948 6;1435134145;15112511;Purple;Glass repairer;Coast to Coast Hardware;2011 BMW X6;FinancialSpeedway.com.br;B+;115.7;52.6;"5' 2""";157;f6cca77b-ddb0-4a46-aca1-dbc5624a3e2d;-7.978124;-35.143960
120;male;Brazil;Mr.;Matheus;A;Correia;Avenida São Bernardo do Campo 359;Santo André;SP;São Paulo;09171-100;BR;Brazil;MatheusAzevedoCorreia@teleworm.us;Ramessanies;aa6eoRaiph;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36";(11) 5492-6844;55;Araujo;8/20/2001;17;Leo;Visa;4556101189088798;236;10/2020;512.280.411-72;1Z 8W5 690 83 6193 478 9;3959937663;01619102;Blue;Administrative assistant;Crown Books;2011 Dodge Avenger;TuneBurner.com.br;O+;190.7;86.7;"5' 8""";173;8b1f9de2-ddc1-4d86-93ac-cb84c1dcbe4b;-23.753812;-46.474426
121;female;Brazil;Ms.;Anna;S;Gomes;Rua Tapajós 1984;Diadema;SP;São Paulo;09990-250;BR;Brazil;AnnaSouzaGomes@einrot.com;Withapers1987;Oomie7ae;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36";(11) 3177-7376;55;Araujo;9/25/1987;30;Libra;MasterCard;5181607972907218;332;6/2022;440.995.458-06;1Z 356 293 33 3256 388 6;8537419168;21409836;Orange;Bindery machine tender;Jackhammer Technologies;2005 Fiat Seicento;SassyDating.com.br;O+;220.0;100.0;"5' 4""";163;ef78111b-565d-4f9c-9bbd-5e0bf93e9a5a;-23.663098;-46.568493
